"Mock_Acc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"JF791672.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua",NA
"DQ004959.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Dichanthium","Dichanthium_annulatum"
"KX668028.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Glyceria","Glyceria_fluitans"
"KX869048.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua","Bouteloua_curtipendula"
"DQ875466.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Fagus","Fagus_sylvatica"
"JN009938.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_esula"
"MT934470.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_cerris"
"ON468994.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"KM974732.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Anthoxanthum","Anthoxanthum_odoratum"
"MT165944.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Ulmaceae","Ulmus","Ulmus_americana"
"MK261600.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melinis","Melinis_repens"
"EU873214.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"KJ529406.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus",NA
"AF231833.1","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Oleaceae","Fraxinus",NA
"EU833872.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Avena","Avena_fatua"
"GU254976.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Pappostipa","Pappostipa_speciosa"
"MH685623.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Echinochloa","Echinochloa_colona"
"KJ575119.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa_hybrid"
"KP693770.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_suber"
"AF478527.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_ambigua"
"FJ394582.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Calamagrostis","Calamagrostis_neglecta"
"OP837960.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Carya",NA
"KM974752.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Torreyochloa","Torreyochloa_pallida"
"JX073802.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia_campestris"
"MZ399755.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Anthoxanthum","Anthoxanthum_odoratum"
"AF285064.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Schoenoplectus","Schoenoplectus_tabernaemontani"
"DQ227550.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_alabamensis"
"MW014305.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Distichlis","Distichlis_spicata"
"EU833881.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Avena",NA
"MW658141.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_glandulosus"
"MH115338.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua","Bouteloua_gracilis"
"GQ245642.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Vahlodea","Vahlodea_atropurpurea"
"KM524104.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Ventenata","Ventenata_dubia"
"EU518907.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot","Manihot_esculenta"
"KJ575169.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa_willmottiae"
"EF592982.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca",NA
"AY757559.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_leptalea"
"AY177345.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_rubra"
"JN010005.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_villosa"
"MG709439.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus","Cenchrus_echinatus"
"ON715988.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Setaria","Setaria_italica"
"KF876179.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynosurus","Cynosurus_cristatus"
"EU183469.1","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae","Thuja","Thuja_plicata"
"KP057673.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus","Sporobolus_alterniflorus"
"GQ245432.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Salix_caprea"
"JX073808.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum_indicum"
"MG709405.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_robur"
"MT900031.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa_rugosa"
"KU496620.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_nardina"
"EU732677.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"ON468767.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"JX644757.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_limosa"
"KM524071.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Milium","Milium_effusum"
"EU223364.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Glyceria","Glyceria_declinata"
"JX644796.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus","Cyperus_involucratus"
"MG780829.1","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex_dentatus"
"NC_068126.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus",NA
"DQ353996.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Poa",NA
"DQ058298.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Cladium","Cladium_mariscus"
"EF137569.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus","Sporobolus_indicus"
"KP711156.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis","Eragrostis_japonica"
"DQ172257.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Aristida","Aristida_purpurea"
"AY971276.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton",NA
"GQ244549.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Alopecurus","Alopecurus_japonicus"
"KR737783.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Enneapogon","Enneapogon_cenchroides"
"FJ394779.1","Viridiplantae","Streptophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","Ilex_rotunda"
"JX644799.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus","Cyperus_cyperoides"
"OQ819398.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia_frigida"
"AY787812.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Chloris","Chloris_virgata"
"KX522663.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Poa","Poa_pratensis"
"KJ614397.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Triticum","Triticum_aestivum"
"AF519147.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MK261393.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Chloris","Chloris_gayana"
"EF137550.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sasa","Sasa_borealis"
"HQ822053.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Panicum","Panicum_bisulcatum"
"AC253085.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hordeum","Hordeum_vulgare"
"DQ004980.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Miscanthus","Miscanthus_sinensis"
"KR737887.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melinis","Melinis_repens"
"AY757474.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_brunnescens"
"ON468995.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"GU177421.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Zizaniopsis","Zizaniopsis_miliacea"
"ON468803.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"JF904760.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Poa","Poa_supina"
"EU873225.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"ON468975.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"MW376780.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"AF440489.1","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Larix","Larix_potaninii"
"MH573952.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"GQ869964.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hyparrhenia","Hyparrhenia_sp"
"AY118104.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_ambigua"
"AY344172.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Cladium","Cladium_mariscus"
"DQ860535.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_aquatilis"
"AY289584.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Panicum","Panicum_virgatum"
"CM025522.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza","Oryza_sativa"
"KF418994.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula_papyrifera"
"OK247932.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Apera","Apera_interrupta"
"EF137593.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium","Brachypodium_sylvaticum"
"AF164926.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_nardina"
"AF348567.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Rosa","Rosa_rugosa"
"DQ998976.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KJ499453.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus","Sporobolus_alterniflorus"
"AF211516.1","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae","Juniperus","Juniperus_occidentalis"
"KT428377.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sasa","Sasa_borealis"
"KF736812.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",NA
"AY988197.1","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae","Hesperocyparis","Hesperocyparis_goveniana"
"EF156703.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KC292016.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bambusa","Bambusa_oldhamii"
"DQ501437.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella_cerifera"
"MN480772.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phippsia","Phippsia_algida"
"ON468871.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"DQ887459.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Piptochaetium","Piptochaetium_avenaceum"
"MW067065.1","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Acer","Acer_tegmentosum"
"EU056306.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria_sp"
"AB732922.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_catharticus"
"MG201956.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus","Sporobolus_alterniflorus"
"EU873217.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"AF533032.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynosurus","Cynosurus_cristatus"
"DQ172303.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Rytidosperma","Rytidosperma_caespitosum"
"GU177409.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Zizania","Zizania_aquatica"
"AY142720.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Megathyrsus","Megathyrsus_maximus"
"KJ000047.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Echinochloa","Echinochloa_pyramidalis"
"MW628900.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"PP531166.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_media"
"KL778251.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot","Manihot_esculenta"
"JF417356.1","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Abies",NA
"ON468985.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"AY142722.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Panicum","Panicum_capillare"
"PP531164.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_pumila"
"AY289568.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Panicum","Panicum_virgatum"
"KU163232.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium","Brachypodium_distachyon"
"KX659157.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Rhynchospora","Rhynchospora_microcarpa"
"JX644716.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis","Eleocharis_dulcis"
"GQ245412.1","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex_acetosella"
"DQ655852.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Schismus","Schismus_barbatus"
"OM021502.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_robur"
"KF718304.1","Viridiplantae","Streptophyta","Magnoliopsida","Dipsacales","Adoxaceae","Viburnum","Viburnum_dilatatum"
"CM077330.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Triticum","Triticum_aestivum"
"MG844231.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Fimbristylis","Fimbristylis_complanata"
"AY757470.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_conferta"
"KF730315.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"KP711131.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phleum","Phleum_pratense"
"JF417327.1","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Abies",NA
"KM524095.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Puccinellia",NA
"GU990394.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis","Eragrostis_japonica"
"GQ245046.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Oreojuncus","Oreojuncus_trifidus"
"MK750819.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Aegilops","Aegilops_geniculata"
"KX668029.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Briza","Briza_media"
"DQ860561.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_ovina"
"AF519136.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JF514860.1","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae","Cunninghamia","Cunninghamia_lanceolata"
"DQ172273.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Aristida",NA
"EF137581.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cymbopogon","Cymbopogon_citratus"
"JF319469.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Typhaceae","Typha",NA
"JQ041861.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Urticaceae","Urtica","Urtica_dioica"
"MK679806.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bambusa","Bambusa_oldhamii"
"KU291473.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oplismenus","Oplismenus_hirtellus"
"JX073790.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum_indicum"
"AY651843.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"AY367983.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_pumpellianus"
"KX872613.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Calamagrostis","Calamagrostis_neglecta"
"KC678006.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Schoenoplectiella","Schoenoplectiella_smithii"
"GQ397949.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia",NA
"JX504685.1","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus_mugo"
"DQ998982.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_luzulina"
"ON468996.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"JF951106.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phalaris","Phalaris_paradoxa"
"AF268937.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_robur"
"AF211512.1","Viridiplantae","Streptophyta","Pinopsida","Cupressales","Cupressaceae","Juniperus","Juniperus_osteosperma"
"MH793230.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Chloris","Chloris_circumfontinalis"
"EU873227.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"KM974729.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU940006.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus","Cenchrus_ciliaris"
"HM590234.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ004986.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hyparrhenia",NA
"KM385511.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Setaria","Setaria_viridis"
"NC_086695.1","Viridiplantae","Streptophyta","Magnoliopsida","Dipsacales","Adoxaceae","Viburnum",NA
"GQ244984.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca",NA
"MN879739.1","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Altingiaceae","Liquidambar","Liquidambar_styraciflua"
"MT120331.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum_vaginatum"
"GQ245106.1","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium_clavatum"
"AY367971.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_catharticus"
"ON468844.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cynodon","Cynodon_dactylon"
"AY147072.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","Corylus_avellana"
"OQ819399.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia_campestris"
"JF697759.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Pappostipa","Pappostipa_speciosa"
"EU013547.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Triticum","Triticum_aestivum"
"GQ245294.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"DQ887462.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Lorenzochloa","Lorenzochloa_erectifolia"
"FJ614779.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_pottsii"
"HM590330.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus_tremula"
